show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s01787,Movie,Love in Paris 133,Riya Sharma,Chris Taylor,United Kingdom,"July 29, 2018",2011,TV-MA,101 min,Music and Musicals,A movie about justice and the unexpected challenges that change everything.
s01788,Movie,The Secret Island 161,Emma Johnson,Amit Verma,South Korea,"May 5, 2021",2000,PG,82 min,Music and Musicals,A movie about justice and the unexpected challenges that change everything.
s01789,Movie,The Golden Road 235,Priya Kapoor,Amit Verma,Canada,"March 3, 2020",2007,TV-PG,90 min,Documentaries,A movie about family and the unexpected challenges that change everything.
s01790,Movie,The Golden Road 117,Sarah Williams,David Wilson,Japan,"November 13, 2019",2019,TV-14,95 min,Documentaries,A movie about mystery and the unexpected challenges that change everything.
s01791,Movie,City of Dreams 241,Robert Davis,Arjun Mehta,Mexico,"September 8, 2019",1995,NR,150 min,Children and Family Movies,A movie about love and the unexpected challenges that change everything.
s01792,TV Show,The Forgotten Path 134,Neha Singh,Riya Kapoor,Italy,"October 24, 2018",2003,TV-PG,5 Seasons,Comedies,A tv show about ambition and the unexpected challenges that change everything.
s01793,Movie,Mystery House 166,Aarav Sharma,Daniel Kim,United Kingdom,"September 28, 2020",1999,TV-MA,90 min,Comedies,A movie about adventure and the unexpected challenges that change everything.
s01794,Movie,City of Dreams 72,James Anderson,Arjun Mehta,United States,"October 19, 2016",2017,NR,135 min,International TV Shows,A movie about adventure and the unexpected challenges that change everything.
s01795,Movie,Mystery House 247,James Anderson,Chris Taylor,Canada,"December 14, 2019",2019,NR,101 min,Sports Movies,A movie about family and the unexpected challenges that change everything.
s01796,Movie,The Golden Road 186,Emma Johnson,Various Artists,South Korea,"May 2, 2020",1995,PG,90 min,Children and Family Movies,A movie about survival and the unexpected challenges that change everything.
s01797,Movie,The Lost Treasure 150,Arjun Patel,Rahul Sharma,Germany,"June 20, 2020",2011,TV-14,110 min,Children and Family Movies,A movie about family and the unexpected challenges that change everything.
s01798,Movie,The Lost Treasure 26,Sofia Martin,Emma Clark,Italy,"February 12, 2017",1996,TV-MA,150 min,Thrillers,A movie about family and the unexpected challenges that change everything.
s01799,Movie,Ocean of Fire 99,Chris Taylor,Emily Stone,India,"August 3, 2019",2003,PG-13,90 min,International TV Shows,A movie about mystery and the unexpected challenges that change everything.
s01800,Movie,Rise of the Phoenix 51,Neha Singh,Rahul Sharma,India,"July 25, 2018",2012,TV-PG,120 min,Horror Movies,A movie about love and the unexpected challenges that change everything.
s01801,TV Show,Dangerous Game 104,Daniel Lee,Raj Kumar,Canada,"August 1, 2017",2007,PG,5 Seasons,Thrillers,A tv show about friendship and the unexpected challenges that change everything.
s01802,TV Show,The Lost Treasure 141,Riya Sharma,Riya Kapoor,Australia,"August 23, 2016",2010,R,6 Seasons,Romantic Movies,A tv show about survival and the unexpected challenges that change everything.
s01803,Movie,City of Dreams 183,Sarah Williams,Priya Shah,Italy,"March 30, 2021",2016,R,90 min,Anime Series,A movie about adventure and the unexpected challenges that change everything.
s01804,Movie,A New Beginning 79,Aarav Sharma,David Wilson,Japan,"March 25, 2019",2009,G,150 min,Anime Series,A movie about justice and the unexpected challenges that change everything.
s01805,Movie,Rise of the Phoenix 269,Anil Verma,Amit Verma,Mexico,"June 16, 2017",1991,PG-13,75 min,Action and Adventure,A movie about mystery and the unexpected challenges that change everything.
s01806,TV Show,Desert Storm 186,Riya Sharma,Olivia James,Canada,"December 10, 2017",1991,TV-14,1 Season,Anime Series,A tv show about love and the unexpected challenges that change everything.
s01807,Movie,Shadow of the Past 230,Arjun Patel,Priya Shah,Brazil,"March 13, 2017",1992,R,120 min,Romantic Movies,A movie about ambition and the unexpected challenges that change everything.
s01808,Movie,Dark Secrets 210,Priya Kapoor,Sarah Lee,Singapore,"December 4, 2016",1996,PG,82 min,Documentaries,A movie about mystery and the unexpected challenges that change everything.
s01809,Movie,Shadow of the Past 133,James Anderson,Emily Stone,Mexico,"November 25, 2015",1992,TV-PG,95 min,Sports Movies,A movie about love and the unexpected challenges that change everything.
s01810,Movie,Future World 94,Emma Johnson,Arjun Mehta,United States,"May 1, 2015",1993,TV-14,150 min,Sci-Fi and Fantasy,A movie about family and the unexpected challenges that change everything.
s01811,Movie,Winter Nights 129,Arjun Patel,Sarah Lee,Italy,"August 22, 2017",2016,NR,101 min,International Movies,A movie about justice and the unexpected challenges that change everything.
s01812,TV Show,Shadow of the Past 29,John Carter,Arjun Mehta,Japan,"May 18, 2019",2007,TV-MA,4 Seasons,Children and Family Movies,A tv show about family and the unexpected challenges that change everything.
s01813,Movie,Mystery House 297,Chris Taylor,Emma Clark,Spain,"March 28, 2019",1991,TV-PG,135 min,Sci-Fi and Fantasy,A movie about adventure and the unexpected challenges that change everything.
s01814,Movie,Code Zero 173,Sarah Williams,John Smith,Mexico,"August 9, 2018",2005,PG,95 min,Music and Musicals,A movie about ambition and the unexpected challenges that change everything.
s01815,Movie,Love in Paris 139,Aarav Sharma,Emily Stone,Singapore,"November 30, 2018",2012,PG-13,101 min,Children and Family Movies,A movie about survival and the unexpected challenges that change everything.
s01816,TV Show,Love in Paris 29,Emma Johnson,Riya Kapoor,India,"April 12, 2018",1992,TV-MA,1 Season,Music and Musicals,A tv show about adventure and the unexpected challenges that change everything.
s01817,Movie,Broken Hearts 143,Arjun Patel,Sarah Lee,Spain,"December 18, 2021",2017,G,101 min,International Movies,A movie about justice and the unexpected challenges that change everything.
s01818,TV Show,Into the Wild 42,James Anderson,Vikram Singh,Australia,"December 17, 2015",1998,G,1 Season,International Movies,A tv show about family and the unexpected challenges that change everything.
s01819,Movie,Broken Hearts 208,Sarah Williams,Emily Stone,Brazil,"October 26, 2015",1999,R,110 min,Anime Series,A movie about ambition and the unexpected challenges that change everything.
s01820,Movie,Desert Storm 160,Aarav Sharma,Riya Kapoor,Italy,"April 30, 2018",2021,NR,135 min,Comedies,A movie about ambition and the unexpected challenges that change everything.
s01821,Movie,Dangerous Game 258,Neha Singh,Raj Kumar,Canada,"January 24, 2017",2013,TV-PG,75 min,Crime TV Shows,A movie about family and the unexpected challenges that change everything.
s01822,Movie,Hidden Truth 166,Neha Singh,Raj Kumar,Mexico,"May 23, 2018",2020,NR,101 min,International TV Shows,A movie about survival and the unexpected challenges that change everything.
s01823,Movie,Beyond the Horizon 232,Daniel Lee,Michael Brown,Germany,"March 21, 2020",2015,TV-MA,110 min,Sports Movies,A movie about mystery and the unexpected challenges that change everything.
s01824,TV Show,Winter Nights 195,David Wilson,Daniel Kim,Australia,"April 14, 2019",2015,PG,6 Seasons,Stand-Up Comedy,A tv show about survival and the unexpected challenges that change everything.
s01825,Movie,Winter Nights 256,David Wilson,Sophia Martin,Singapore,"September 19, 2018",2014,TV-14,110 min,International TV Shows,A movie about adventure and the unexpected challenges that change everything.
s01826,Movie,The Forgotten Path 294,Robert Davis,Emily Stone,Mexico,"December 31, 2018",2012,TV-14,120 min,Crime TV Shows,A movie about justice and the unexpected challenges that change everything.
s01827,Movie,Mystery House 249,David Wilson,David Wilson,Canada,"March 18, 2018",1990,PG-13,135 min,International TV Shows,A movie about survival and the unexpected challenges that change everything.
s01828,TV Show,The Lost Treasure 283,Chris Taylor,Riya Kapoor,Brazil,"November 29, 2018",1999,TV-PG,2 Seasons,Crime TV Shows,A tv show about friendship and the unexpected challenges that change everything.
s01829,TV Show,The Last Kingdom 198,Priya Kapoor,Neha Patel,Japan,"January 14, 2016",2012,PG-13,8 Seasons,Romantic Movies,A tv show about ambition and the unexpected challenges that change everything.
s01830,Movie,The Last Warrior 28,John Carter,Daniel Kim,India,"July 9, 2016",2002,TV-14,120 min,Children and Family Movies,A movie about love and the unexpected challenges that change everything.
s01831,TV Show,Desert Storm 127,Anil Verma,Rahul Sharma,South Korea,"November 6, 2017",2016,G,2 Seasons,Stand-Up Comedy,A tv show about family and the unexpected challenges that change everything.
s01832,Movie,Dream Catcher 244,Robert Davis,Vikram Singh,Spain,"November 10, 2016",1992,TV-14,110 min,Documentaries,A movie about justice and the unexpected challenges that change everything.
s01833,Movie,Dangerous Game 231,Aarav Sharma,Sarah Lee,Australia,"March 17, 2015",2001,TV-PG,101 min,Dramas,A movie about justice and the unexpected challenges that change everything.
s01834,TV Show,Ocean of Fire 248,Daniel Lee,Sarah Lee,Canada,"August 19, 2017",2003,NR,6 Seasons,Horror Movies,A tv show about love and the unexpected challenges that change everything.
s01835,TV Show,The Silent Witness 158,Robert Davis,Sarah Lee,United States,"March 12, 2021",1994,NR,8 Seasons,Sports Movies,A tv show about ambition and the unexpected challenges that change everything.
s01836,Movie,Into the Wild 85,Riya Sharma,Neha Patel,Canada,"January 28, 2016",2000,G,90 min,Stand-Up Comedy,A movie about ambition and the unexpected challenges that change everything.
s01837,Movie,The Golden Road 99,Emma Johnson,Riya Kapoor,Brazil,"December 28, 2017",2016,PG-13,120 min,International TV Shows,A movie about survival and the unexpected challenges that change everything.
s01838,Movie,The Secret Island 216,Daniel Lee,Arjun Mehta,Australia,"October 5, 2017",2020,PG,82 min,Thrillers,A movie about survival and the unexpected challenges that change everything.
s01839,TV Show,Dream Catcher 94,Daniel Lee,Rahul Sharma,Spain,"November 3, 2016",2003,TV-PG,1 Season,Music and Musicals,A tv show about survival and the unexpected challenges that change everything.
s01840,Movie,The Last Kingdom 115,Daniel Lee,Riya Kapoor,Mexico,"August 28, 2019",2017,R,135 min,Children and Family Movies,A movie about friendship and the unexpected challenges that change everything.
s01841,Movie,Rise of the Phoenix 11,Chris Taylor,Sophia Martin,Spain,"January 31, 2015",2012,G,82 min,Romantic Movies,A movie about friendship and the unexpected challenges that change everything.
s01842,Movie,Into the Wild 130,Chris Taylor,Rahul Sharma,Italy,"November 1, 2018",1997,TV-MA,110 min,Music and Musicals,A movie about love and the unexpected challenges that change everything.
s01843,Movie,Lost in the Stars 27,Sofia Martin,John Smith,Mexico,"September 8, 2016",1992,PG-13,101 min,Dramas,A movie about justice and the unexpected challenges that change everything.
s01844,Movie,Love in Paris 101,Michael Brown,David Wilson,Canada,"May 20, 2017",2010,NR,101 min,Sci-Fi and Fantasy,A movie about survival and the unexpected challenges that change everything.
s01845,TV Show,Ocean of Fire 180,Karan Malhotra,Emma Clark,United Kingdom,"November 13, 2018",2002,PG,8 Seasons,Dramas,A tv show about friendship and the unexpected challenges that change everything.
s01846,Movie,Desert Storm 20,Sofia Martin,Neha Patel,India,"December 7, 2015",2020,TV-14,82 min,Anime Series,A movie about love and the unexpected challenges that change everything.
s01847,Movie,The Golden Road 148,Priya Kapoor,Sarah Lee,Spain,"February 7, 2015",2007,TV-PG,90 min,Dramas,A movie about justice and the unexpected challenges that change everything.
s01848,Movie,The Golden Road 121,Sarah Williams,Arjun Mehta,India,"April 10, 2019",2021,TV-14,120 min,Stand-Up Comedy,A movie about ambition and the unexpected challenges that change everything.
s01849,TV Show,Dark Secrets 169,Arjun Patel,Amit Verma,Singapore,"November 15, 2017",2014,PG,2 Seasons,International Movies,A tv show about mystery and the unexpected challenges that change everything.
s01850,Movie,Beyond the Horizon 225,David Wilson,Emma Clark,Japan,"September 8, 2018",1990,NR,82 min,Romantic Movies,A movie about mystery and the unexpected challenges that change everything.
s01851,Movie,Dark Secrets 261,Priya Kapoor,Sarah Lee,South Korea,"March 29, 2017",2002,TV-14,110 min,Sports Movies,A movie about family and the unexpected challenges that change everything.
s01852,TV Show,Code Zero 291,Emma Johnson,Raj Kumar,Spain,"July 9, 2017",2001,TV-MA,5 Seasons,Comedies,A tv show about survival and the unexpected challenges that change everything.
s01853,TV Show,The Last Kingdom 278,David Wilson,Raj Kumar,Australia,"April 27, 2021",1996,TV-MA,1 Season,Crime TV Shows,A tv show about ambition and the unexpected challenges that change everything.
s01854,TV Show,Hidden Truth 185,Raj Mehta,Neha Patel,Spain,"May 13, 2018",2004,PG,8 Seasons,Action and Adventure,A tv show about love and the unexpected challenges that change everything.
s01855,TV Show,The Final Mission 69,Arjun Patel,Priya Shah,Australia,"August 7, 2017",2013,R,3 Seasons,International Movies,A tv show about love and the unexpected challenges that change everything.
s01856,Movie,The Last Warrior 161,Sofia Martin,Neha Patel,United Kingdom,"November 17, 2019",1997,NR,90 min,Thrillers,A movie about justice and the unexpected challenges that change everything.
s01857,TV Show,The Silent Witness 212,Aarav Sharma,Rahul Sharma,Brazil,"March 13, 2021",2017,TV-14,8 Seasons,Sci-Fi and Fantasy,A tv show about mystery and the unexpected challenges that change everything.
s01858,Movie,The Last Kingdom 205,Sofia Martin,Priya Shah,Spain,"August 25, 2020",2002,TV-PG,82 min,Music and Musicals,A movie about adventure and the unexpected challenges that change everything.
